Company	Full address	Street	City	State	Code
The Miller Brothers Cutlery Company	,Meriden,CT		Meriden	CT	13
The Mine and Smelter Supply Company	42  Broadway,New York,NY	42  Broadway	New York	NY	13
The Mirror	431-443 Hudson  street,New York,NY	431-443 Hudson  street	New York	NY	13
The Monument Pottery Company	Ingham avenue,Trenton,NJ	Ingham avenue	Trenton	NJ	13
The Murray Company	,Dallas,TX		Dallas	TX	13
The Musconetcong Iron Works	,Elizabethport,NJ		Elizabethport	NJ	13
The National Equipment Company	,Springfield,MA		Springfield	MA	13
The National Machine Company	135 Sheldon street,Hartford,CT	135 Sheldon street	Hartford	CT	13
The National Machinery Company	,Tiffin,OH		Tiffin	OH	13
The National Ribbon Company	440 Fourth avenue,New York,NY	440 Fourth avenue	New York	NY	13
The National Roofing Company	Fillmore avenue,Tonawanda,NY	Fillmore avenue	Tonawanda	NY	13
The National Woolen Company	Thirty-third street Southwest,Cleveland,OH	Thirty-third street Southwest	Cleveland	OH	13
The Naugatuck Malleable Iron Company	,Naugatuck,CT		Naugatuck	CT	13
The Nelsonville Brick Company	47-48 Ruggery building,Columbus,OH	47-48 Ruggery building	Columbus	OH	13
The New England Box Company	,Greenfield,MA		Greenfield	MA	13
The New Haven Clock Company	92 Williams  street,New York,NY	92 Williams  street	New York	NY	13
The New Haven Pulp and Board Company	,New Haven,CT		New Haven	CT	13
The New Werner Company	,Akron,OH		Akron	OH	13
The New York Edison Company	55 Duane  street,New York,NY	55 Duane  street	New York	NY	13
The New York Mutual Gas Light Company	36 Union square,New York,NY	36 Union square	New York	NY	13
The New-Way Motor Company	700 Sheridan street,Lansing,MI	700 Sheridan street	Lansing	MI	13
The Nonotuck Silk Company	,Florence,MA		Florence	MA	13
The Novelty Manufacturing Company	Maple street,Waterbury,CT	Maple street	Waterbury	CT	13
The O. Armleder Company	Twelfth and Plum streets,Cincinnati,OH	Twelfth and Plum streets	Cincinnati	OH	13
The Oakville Company	,Waterbury,CT		Waterbury	CT	13
The Ohio Foundry and Manufacturing Company	,Steubenville,OH		Steubenville	OH	13
The Okonite Company	253  Broadway,New York,NY	253  Broadway	New York	NY	13
The Orr Felt and Blanket Company	,Piqua,OH		Piqua	OH	13
The Oshkosh Gas Light Company	123 Main street,Oshkosh,WI	123 Main street	Oshkosh	WI	13
The Otis Steel Company	,Cleveland,OH		Cleveland	OH	13
The Pacific Coast Company	77 Washington street,Seattle,WA	77 Washington street	Seattle	WA	13
The Paragon Refining Company	,Toledo,OH		Toledo	OH	13
The Parish & Bingham Company	5363 Hamilton street,Cleveland,OH	5363 Hamilton street	Cleveland	OH	13
The Parsons & Parsons Company	2176 East Seventy-sixth street,Cleveland,OH	2176 East Seventy-sixth street	Cleveland	OH	13
The Patterson-Sargent Company	Thirty-eighth street and Hamilton avenue,Cleveland,OH	Thirty-eighth street and Hamilton avenue	Cleveland	OH	13
The Peebles Paving Brick Company	Fourth and Chillicothe streets,Portsmouth,OH	Fourth and Chillicothe streets	Portsmouth	OH	13
The Peerless Motor Car Company	Ninety-third street and Quincy avenue,Cleveland,OH	Ninety-third street and Quincy avenue	Cleveland	OH	13
The People's Gas Light and Coke Company  People's Gas building	Michigan boulevard,Chicago,IL	Michigan boulevard	Chicago	IL	13
The Perry-Fay Manufacturing Company	,Elyria,OH		Elyria	OH	13
The Pfleghar Hardware Specialty Company	140 Winchester avenue,New Haven,CT	140 Winchester avenue	New Haven	CT	13
The Phoenix Silk Manufacturing Company	,Paterson,NJ		Paterson	NJ	13
The Pierce-Arrow Motor Car Company	1695 Elmwood avenue,Buffalo,NY	1695 Elmwood avenue	Buffalo	NY	13
The Pitkin-Holdsworth Worsted Company	,Passaic,NJ		Passaic	NJ	13
The Post Glover Electric Company	314-316 Fourth avenue West,Cincinnati,OH	314-316 Fourth avenue West	Cincinnati	OH	13
The Powell Knitting Company	Twenty-eighth and Parrish streets,Philadelphia,PA	Twenty-eighth and Parrish streets	Philadelphia	PA	13
The Pratt & Whitney Company	n 1  Broadway,New York,NY	n 1  Broadway	New York	NY	13
The Printz-Biederman Company	West Sixth street and Lakeside avenue,Cleveland,OH	West Sixth street and Lakeside avenue	Cleveland	OH	13
The Purington Paving Brick Company	,Galesburg,IL		Galesburg	IL	13
The Queen City Forging Company	Tennyson and Dumont streets,Cincinnati,OH	Tennyson and Dumont streets	Cincinnati	OH	13
The R. K. Le Blond Machine Tool Company	4609 Eastern avenue,Cincinnati,OH	4609 Eastern avenue	Cincinnati	OH	13
The R. R. Appleton Company	78 Franklin  street,New York,NY	78 Franklin  street	New York	NY	13
The Rand Company	95 Goundry street,North Tonawanda,NY	95 Goundry street	North Tonawanda	NY	13
The Randall-Faichney Company	Jamaica Plain Station,Boston,MA	Jamaica Plain Station	Boston	MA	13
The Rapid Electrotype Company	Canal street,Cincinnati,OH	Canal street	Cincinnati	OH	13
The Rauch & Lang Carriage Company	2180 West Twenty-fifth street,Cleveland,OH	2180 West Twenty-fifth street	Cleveland	OH	13
The Read Carpet Company	140 Middle street,Bridgeport,CT	140 Middle street	Bridgeport	CT	13
The Reading Stove Works	,Reading,PA		Reading	PA	13
The Rebhun Last Company	1728-1746 Dana avenue,Cincinnati,OH	1728-1746 Dana avenue	Cincinnati	OH	13
The Regina Company	,Rahway,NJ		Rahway	NJ	13
The Reliance Worsted Company	,Norwich,CT		Norwich	CT	13
The Republic Rubber Company	Albert street,Youngstown,OH	Albert street	Youngstown	OH	13
The Richardson-Phenix Company	122 Reservoir avenue,Milwaukee,WI	122 Reservoir avenue	Milwaukee	WI	13
The Ritter Dental Manufacturing Company	610 West avenue,Rochester,NY	610 West avenue	Rochester	NY	13
The Robbins & Myers Company	,Springfield,OH		Springfield	OH	13
The Robert D. Mason Company	Esten avenue and Mosshassuck street,Pawtucket,RI	Esten avenue and Mosshassuck street	Pawtucket	RI	13
The Roberts Brass Manufacturing Company	1392-1407 Fort street West,Detroit,MI	1392-1407 Fort street West	Detroit	MI	13
The Rochester Candy Works	407-413 State street,Rochester,NY	407-413 State street	Rochester	NY	13
The Roessle Brewery	1250 Colhmbus avenue,Boston,MA	1250 Colhmbus avenue	Boston	MA	13
The Rogers & Hubbard Company	15 High street,Middletown,CT	15 High street	Middletown	CT	13
The Rogers Manufacturing Company	Rockfall postoffice,Middlefield,CT	Rockfall postoffice	Middlefield	CT	13
The Rome Electrical Company	,Rome,NY		Rome	NY	13
The Rossendale-Reddaway Belting and Hose Company	Euclid avenue,Newark,NJ	Euclid avenue	Newark	NJ	13
The Royal Tailors	Fifth avenue and Polk street,Chicago,IL	Fifth avenue and Polk street	Chicago	IL	13
The Rudolph Wurlitzer Manufacturing Company	,North Tonawanda,NY		North Tonawanda	NY	13
The Russell Jennings Manufacturing Company	,Chester,CT		Chester	CT	13
The Russell Manufacturing Company	,Middletown,CT		Middletown	CT	13
The Safe-Cabinet Company	,Marietta,OH		Marietta	OH	13
The Safety Car Heating and Lighting Company	2 Rector  street,New York,NY	2 Rector  street	New York	NY	13
The Schaw-Batcher Company Pipe Works	211 J street,Sacramento,CA	211 J street	Sacramento	CA	13
The Schwarz Wheel Company	Margaret street and Trenton avenue,Philadelphia,PA	Margaret street and Trenton avenue	Philadelphia	PA	13
The Seamless Rubber Company	534 Congress avenue,New Haven,CT	534 Congress avenue	New Haven	CT	13
The Sechler & Company	538-550 East Fifth street,Cincinnati,OH	538-550 East Fifth street	Cincinnati	OH	13
The Selby Shoe Company	70-116 East Seventh street,Portsmouth,OH	70-116 East Seventh street	Portsmouth	OH	13
The Seng Company	1450 Dayton street,Chicago,IL	1450 Dayton street	Chicago	IL	13
The Shredded Wheat Company	,Niagara Falls,NY		Niagara Falls	NY	13
The Skinner Chuck Company	,New Britain,CT		New Britain	CT	13
The Smeed Box Company	1878 Scranton road N. W.,Cleveland,OH	1878 Scranton road N. W.	Cleveland	OH	13
The Smyth Manufacturing Company	9 Sigourney street,Hartford,CT	9 Sigourney street	Hartford	CT	13
The Snare & Triest Company	143 Liberty  street,New York,NY	143 Liberty  street	New York	NY	13
The Snead & Company Iron Works Inc	,Jersey City,NJ		Jersey City	NJ	13
The Snellenburg Clothing Company	Broad and Wallace streets,Philadelphia,PA	Broad and Wallace streets	Philadelphia	PA	13
The Southern Manufacturing Company	n South Twelfth street,Richmond,VA	n South Twelfth street	Richmond	VA	13
The Southern Sierras Power Company	Title Insurance building,Los Angeles,CA	Title Insurance building	Los Angeles	CA	13
The Springfield Metallic Casket Company	,Springfield,OH		Springfield	OH	13
The St John Wood Working Company	Canal dock,Stamford,CT	Canal dock	Stamford	CT	13
The Stafford Company	,Readville,MA		Readville	MA	13
The Stamford Foundry Company	127 Canal street,Stamford,CT	127 Canal street	Stamford	CT	13
The Standard Gas Light Company of the City of New York	1328  Broadway,New York,NY	1328  Broadway	New York	NY	13
The Standard Machinery Company	Water street,Mystic,CT	Water street	Mystic	CT	13
The Standard Pulley Company	1734 Powers street,Cincinnati,OH	1734 Powers street	Cincinnati	OH	13
The Standard Sewing Machine Company	,Cleveland,OH		Cleveland	OH	13
The Standard Silk Company	70 Worth  street,New York,NY	70 Worth  street	New York	NY	13
The Star Pin Company	,Derby,CT		Derby	CT	13
The Star Porcelain Company	Muirheid avenue,Trenton,NJ	Muirheid avenue	Trenton	NJ	13
The Star Rubber Company	1025 Sweitzer avenue,Akron,OH	1025 Sweitzer avenue	Akron	OH	13
The Steams-Roger Manufacturing Company	1718 California street,Denver,CO	1718 California street	Denver	CO	13
The Stein-Bloch Company	164 St Paul street,Rochester,NY	164 St Paul street	Rochester	NY	13
The Sterling Pin Company	,Derby,CT		Derby	CT	13
The Stone Printing and Manufacturing Company	116-132 North Jefferson street,Roanoke,VA	116-132 North Jefferson street	Roanoke	VA	13
The Strauss Bascule Bridge Company	608-614 Monroe building,Chicago,IL	608-614 Monroe building	Chicago	IL	13
The Strong-Scott Manufacturing Company	413-417 South Third street,Minneapolis,MN	413-417 South Third street	Minneapolis	MN	13
The Studebaker Corporation	,South Bend,IN		South Bend	IN	13
The Sturtevant-Larrabee Company	10 to 20 Charles street,Binghamton,NY	10 to 20 Charles street	Binghamton	NY	13
The Sun Vapor and Gas Street Light Company	1000 to 1020 South Market street,Canton,OH	1000 to 1020 South Market street	Canton	OH	13
The Superior Underwear Company	,Piqua,OH		Piqua	OH	13
The T. M. Patterson Paper Box Company	33 to 39 West Front street,Portsmouth,OH	33 to 39 West Front street	Portsmouth	OH	13
The Tablet and Ticket Company	624-630 West Adams street,Chicago,IL	624-630 West Adams street	Chicago	IL	13
The Taplin-Rice-Clerkin Company	177 South Broadway,Akron,OH	177 South Broadway	Akron	OH	13
The Taylor & Fenn Company	54 Arch street,Hartford,CT	54 Arch street	Hartford	CT	13
The Terry & Tench Company Inc	Rooms 1042-1044 Grand Central Terminal,New York,NY	Rooms 1042-1044 Grand Central Terminal	New York	NY	13
The Terry Bros. Company	Rondout station,Kingston,NY	Rondout station	Kingston	NY	13
The Terry Steam Turbine Company	874 Windsor street,Hartford,CT	874 Windsor street	Hartford	CT	13
The Thomas B. Jeffery Company	,Kenosha,WI		Kenosha	WI	13
The Timken Roller Bearing Company	,Canton,OH		Canton	OH	13
The Toledo Shipbuilding Company	,Toledo,OH		Toledo	OH	13
The Tri-State Telephone and Telegraph Company	Merriam Park station,St Paul,MN	Merriam Park station	St Paul	MN	13
The Trumbull Electric Manufacturing Company	,Plainville,CT		Plainville	CT	13
The Turner & Seymour Manufacturing Company	,Torrington,CT		Torrington	CT	13
The Tuttle  Morehouse & Taylor Company	123 Temple street,New Haven,CT	123 Temple street	New Haven	CT	13
The Tuttle Brick Company	Menfield street,Middletown,CT	Menfield street	Middletown	CT	13
The Udell Works Inc	,Indianapolis,IN		Indianapolis	IN	13
The Under-Feed Stoker Company of America	1807 Harris Trust building,Chicago,IL	1807 Harris Trust building	Chicago	IL	13
The Union Sulphur Company	17 Battery place,New York,NY	17 Battery place	New York	NY	13
The United Cigarette Machine Company Ltd	,Lynchburg,VA		Lynchburg	VA	13
The United Electric Company	,Canton,OH		Canton	OH	13
The United Steel Company	,Canton,OH		Canton	OH	13
The Viscoloid Company	,Leominster,MA		Leominster	MA	13
The Vulcan Detinning Company	114-118 Liberty  street,New York,NY	114-118 Liberty  street	New York	NY	13
The W. F. Stewart Company	Foot of Harriet street,Flint,MI	Foot of Harriet street	Flint	MI	13
The W. G. McPherson Company	Nineteenth and Wilson streets,Portland,OR	Nineteenth and Wilson streets	Portland	OR	13
The Walden Knife Company	Walden,Orange county,NY	Walden	Orange county	NY	13
The Waltham Bleachery and Dye Works	50 State street,Boston,MA	50 State street	Boston	MA	13
The Waterbury Battery Company	1036 South Maiji street,Waterbury,CT	1036 South Maiji street	Waterbury	CT	13
The Watts-Campbell Company	298 Ogden street,Newark,NJ	298 Ogden street	Newark	NJ	13
The Waverley Company	139 South East street,Indianapolis,IN	139 South East street	Indianapolis	IN	13
The Way Muffler Company	Northeast corner Twenty-third and Arch streets,Philadelphia,PA	Northeast corner Twenty-third and Arch streets	Philadelphia	PA	13
The West Haven Manufacturing Company	,New Haven,CT		New Haven	CT	13
The West Jersey Paper Manufacturing Company	Front and Elm streets,Camden,NJ	Front and Elm streets	Camden	NJ	13
The Wheland Company	Twenty-seventh and Whiteside streets,Chattanooga,TN	Twenty-seventh and Whiteside streets	Chattanooga	TN	13
The Whitehead Brothers Rubber Company	,Trenton,NJ		Trenton	NJ	13
The Widdicomb Furniture Company	Dewey street,Grand Rapids,MI	Dewey street	Grand Rapids	MI	13
The Wilcox & White Company	,Meriden,CT		Meriden	CT	13
The William Carter Company	,Needham Heights,MA		Needham Heights	MA	13
The William Rahr Sons' Company	,Manitowoc,WI		Manitowoc	WI	13
The Williams Foundry and Machine Company	62 Cherry street,Akron,OH	62 Cherry street	Akron	OH	13
The Willys-Overland Company	,Toledo,OH		Toledo	OH	13
The Wilson Distilling Company	303-305 Fifth avenue,New York,NY	303-305 Fifth avenue	New York	NY	13
The Wisconsin Chair Company	,Port Washington,WI		Port Washington	WI	13
The Wisconsin Refrigerator Company	,Eau Claire,WI		Eau Claire	WI	13
The Wisconsin River Paper and Pulp Company	201 Wisconsin avenue,Neenah,WI	201 Wisconsin avenue	Neenah	WI	13
The Wollaeger Manufacturing Company	28 Juneau avenue,Milwaukee,WI	28 Juneau avenue	Milwaukee	WI	13
The Wood Shovel and Tool Company	Clark and South avenues,Piqua,OH	Clark and South avenues	Piqua	OH	13
The Worcester Woolen Mill Coriipany	17 Southgate street,Worcester,MA	17 Southgate street	Worcester	MA	13
The Wyman & Gordon Company	30 Bradley street,Worcester,MA	30 Bradley street	Worcester	MA	13
The York Card and Paper Company	corner Carlisle and Linden avenues,York,PA	corner Carlisle and Linden avenues	York	PA	13
The York Shirt Company	,Glens Falls,NY		Glens Falls	NY	13
The' Cincinnati Bickford Tool Company 	 South street,Cincinnati,OH	 South street	Cincinnati	OH	13
The. Pratt & Cady Company	556 Capitol avenue,Hartford,CT	556 Capitol avenue	Hartford	CT	13
Thom & Bailey	3-5 Washington place,New York,NY	3-5 Washington place	New York	NY	13
Thomas A. Edison Inc	Lakeside avenue,Orange,NJ	Lakeside avenue	Orange	NJ	13
Thomas E. Brown & Son	Second and Westmoreland streets,Philadelphia,PA	Second and Westmoreland streets	Philadelphia	PA	13
Thomas Forman Company	,Detroit,MI		Detroit	MI	13
Thomas Kelly & Company	89 Chauncy street,Boston,MA	89 Chauncy street	Boston	MA	13
Thomas Leeming & Company	99 Chambers  street,New York,NY	99 Chambers  street	New York	NY	13
Thomas Oakes & Company	,Bloomfield,NJ		Bloomfield	NJ	13
Thomas West	Shawnee avenue,Plymouth,PA	Shawnee avenue	Plymouth	PA	13
Thompson Distilling Company	319 First avenue,Pittsburgh,PA	319 First avenue	Pittsburgh	PA	13
Thomson Machine Company	345-355 Main street,Belleville,NJ	345-355 Main street	Belleville	NJ	13
Thomson-Crooker Shoe Company	179 Lincoln street,Boston,MA	179 Lincoln street	Boston	MA	13
Thornton & Chester Milling Company	no Pearl street,Buffalo,NY	no Pearl street	Buffalo	NY	13
Three in One Oil Company	42 Broadway,New York,NY	42 Broadway	New York	NY	13
Tietjen & Lang Dry Dock £ompany	Foot of Seventeenth street,Hoboken,NJ	Foot of Seventeenth street	Hoboken	NJ	13
Tower Manufacturing and Novelty Company	326-330  Broadway,New York,NY	326-330  Broadway	New York	NY	13
Traylor Engineering and Manufacturing Company	30 Church  street,New York,NY	30 Church  street	New York	NY	13
Tremont Lumber Company	,Winfield,LA		Winfield	LA	13
Trinity County Lumber Company	,Groveton,TX		Groveton	TX	13
Triumph Electric Company	,Cincinnati,OH		Cincinnati	OH	13
Trout Creek Lumber Company	,Trout,LA		Trout	LA	13
Troy Laundry Machinery Company Ltd	La Salle and Twenty-third streets,Chicago,IL	La Salle and Twenty-third streets	Chicago	IL	13
Trussed Concrete Steel Company	,Detroit,MI		Detroit	MI	13
Union Biscuit Company	1101 North Sixth street,St Louis,MO	1101 North Sixth street	St Louis	MO	13
Union Furniture Company	,Rockford,IL		Rockford	IL	13
Union Iron Works of Los Angeles Inc	Molino, Palmetto and Mateo streets,Los Angeles,CA	Molino, Palmetto and Mateo streets	Los Angeles	CA	13
Union Match Company	,West Duluth,MN		West Duluth	MN	13
Union Meat Company	,North Portland,OR		North Portland	OR	13
Union Oil Company	239-291 Tockwotton street,Providence,RI	239-291 Tockwotton street	Providence	RI	13
Union Oil Company of California	Union Oil Company building,Los Angeles,CA	Union Oil Company building	Los Angeles	CA	13
Union Switch and Signal Company	,Swissvale,PA		Swissvale	PA	13
Union Tool Company	,Los Angeles,CA		Los Angeles	CA	13
