Company	Full address	Street	City	State	Code
Smyser-Royer Company	,York,PA		York	PA	13
Southern California Edison Company	120 East Fourth street,Los Angeles,CA	120 East Fourth street	Los Angeles	CA	13
Southern Counties Gas Company	616 Title Insurance building,Los Angeles,CA	616 Title Insurance building	Los Angeles	CA	13
Southern Power Company	,Charlotte,NC		Charlotte	NC	13
Southwestern Ornamental Iron Works	1920 Bay street,Los Angeles,CA	1920 Bay street	Los Angeles	CA	13
Speakman Supply and Pipe Company	,Wilmington,DE		Wilmington	DE	13
Spearin & Preston	90 West  street,New York,NY	90 West  street	New York	NY	13
Spencer Kellogg & Sons Inc	98 Delaware avenue,Buffalo,NY	98 Delaware avenue	Buffalo	NY	13
Spicer Manufacturing Company	304 West Fourth street,Plainfield,NJ	304 West Fourth street	Plainfield	NJ	13
Splitdorf Electrical Company	98 Warren street,Newark,NJ	98 Warren street	Newark	NJ	13
Sprague Electric Works of General Electric Company	527 West Thirty-fourth  street,New York,NY	527 West Thirty-fourth  street	New York	NY	13
Spreckels Sugar Company	60 California street,San Francisco,CA	60 California street	San Francisco	CA	13
Springfield Facing Company	317 Main street,Springfield,MA	317 Main street	Springfield	MA	13
Springfield Waste Company	,Springfield,MA		Springfield	MA	13
St Louis Brewing Association	702 Wainwright building,St Louis,MO	702 Wainwright building	St Louis	MO	13
St Louis Screw Company	Clarence and Bulwer avenues,St Louis,MO	Clarence and Bulwer avenues	St Louis	MO	13
St Louis Terra Cotta Company	5815 Manchester avenue,St Louis,MO	5815 Manchester avenue	St Louis	MO	13
St Paul Roofing  Cornice and Ornament Company	4-24 West Water street,St Paul,MN	4-24 West Water street	St Paul	MN	13
Stacy-Adams Company	69 Montello street,Brockton,MA	69 Montello street	Brockton	MA	13
Stanard-Tilton Milling Company	1015 Pierce building,St Louis,MO	1015 Pierce building	St Louis	MO	13
Standard Bridge Company	,Omaha,NE		Omaha	NE	13
Standard Electric Incubator Company Inc	25 Barclay  street,New York,NY	25 Barclay  street	New York	NY	13
Standard Folding Typewriter Sales Company	32 East Twenty-third  street,New York,NY	32 East Twenty-third  street	New York	NY	13
Standard Gas Engine Company	10 California street,San Francisco,CA	10 California street	San Francisco	CA	13
Standard Motor Construction Company	180 Whiton street,Jersey City,NJ	180 Whiton street	Jersey City	NJ	13
Standard Oil Cloth Company	320  Broadway,New York,NY	320  Broadway	New York	NY	13
Standard Steel Works Company	Morris building,Philadelphia,PA	Morris building	Philadelphia	PA	13
Standard Typewriter Company	,Groton,NY		Groton	NY	13
Standard Wall Paper Company	,Hudson Falls,NY		Hudson Falls	NY	13
Star Egg Carrier and Tray Manufacturing Company	1038 Jay street,Rochester,NY	1038 Jay street	Rochester	NY	13
Star Ribbon Manufacturing Company	464  Broadway,New York,NY	464  Broadway	New York	NY	13
Star Underwear Company	151 West Thirtieth  street,New York,NY	151 West Thirtieth  street	New York	NY	13
Stationers Manufacturing Company	209 North Second stfeet,Quincy,IL	209 North Second stfeet	Quincy	IL	13
Steger & Sons Piano Manufacturing Company	Wabash avenue and Jackson boulevard,Chicago,IL	Wabash avenue and Jackson boulevard	Chicago	IL	13
Stephenson Underwear Mills	,South Bend,IN		South Bend	IN	13
Sterling Blower Company	60 Huyshope avenue,Hartford,CT	60 Huyshope avenue	Hartford	CT	13
Stern Brothers & Company	68 Nassau  street,New York,NY	68 Nassau  street	New York	NY	13
Steven de Csesznak Inc	30 Church  street,New York,NY	30 Church  street	New York	NY	13
Stevens & Company	375  Broadway,New York,NY	375  Broadway	New York	NY	13
Stewart Silk Company	260-266 Fourth avenue,New York,NY	260-266 Fourth avenue	New York	NY	13
Stickney & Poor Spice Company	184 State street,Boston,MA	184 State street	Boston	MA	13
Stokes & Smith Company	Summerdale station,Philadelphia,PA	Summerdale station	Philadelphia	PA	13
Strathmore Paper Company	,Mittineague,MA		Mittineague	MA	13
Strauch Brothers	30 Tenth avenue,New York,NY	30 Tenth avenue	New York	NY	13
Straus Boilerine Company	50 Church  street,New York,NY	50 Church  street	New York	NY	13
Stromberg Allen & Company	430-432 South Clark street,Chicago,IL	430-432 South Clark street	Chicago	IL	13
Strouse Adler & Company	45 East 17th street,New York,NY	45 East 17th street	New York	NY	13
Sulzberger & Sons Company	Forty-seventh street and First avenue,New York,NY	Forty-seventh street and First avenue	New York	NY	13
Sumner Iron Works	,Everett,WA		Everett	WA	13
Suncook Mills	50 State street,Boston,MA	50 State street	Boston	MA	13
Superior Steel Company	,Carnegie,PA		Carnegie	PA	13
T. G. Hawkes & Company	,Corning,NY		Corning	NY	13
T. Quayle & Company	100 Richmond street,Providence,RI	100 Richmond street	Providence	RI	13
T. R. Goodlatte & Sons	346  Broadway,New York,NY	346  Broadway	New York	NY	13
T. W. & C. B. Sheridan Company	56 Duane  street,New York,NY	56 Duane  street	New York	NY	13
Taber Mill	Coffin avenue,New Bedford,MA	Coffin avenue	New Bedford	MA	13
Tappen & Pierson	281 Fifth avenue,New York,NY	281 Fifth avenue	New York	NY	13
Tartar Chemical Company	135 William  street,New York,NY	135 William  street	New York	NY	13
Taylor & Crate	,Buffalo,NY		Buffalo	NY	13
Tecumseh Mills	,Fall River,MA		Fall River	MA	13
Tennessee Coal	Iron and Railroad Company,Birmingham,AL	Iron and Railroad Company	Birmingham	AL	13
Thacher & Company	86 Lincoln street,Boston,MA	86 Lincoln street	Boston	MA	13
Thaddeus Davids Company	95-97 Vandam  street,New York,NY	95-97 Vandam  street	New York	NY	13
The A. J. Bolton Company	348 Whitney street,Rochester,NY	348 Whitney street	Rochester	NY	13
The A. Schoenhut Company	Adams and Sepviva streets,Philadelphia,PA	Adams and Sepviva streets	Philadelphia	PA	13
The Acme Rubber Manufacturing Company	,Trenton,NJ		Trenton	NJ	13
The Acme Wire Company	,New Haven,CT		New Haven	CT	13
The Adama-Bagnall Electric Company	Stanton avenue,Cleveland,OH	Stanton avenue	Cleveland	OH	13
The Adams Manufacturing Company	Grand and Mercer  streets,New York,NY	Grand and Mercer  streets	New York	NY	13
The Adamson Machine Company	730 Carroll street,Akron,OH	730 Carroll street	Akron	OH	13
The Aeolian Company	27 West Forty-second  street,New York,NY	27 West Forty-second  street	New York	NY	13
The Akron Cultivator Company	,Akron,OH		Akron	OH	13
The Akron Foundry Company	526 Washington street,Akron,OH	526 Washington street	Akron	OH	13
The Albert A. Albrecht Company	823 Penobscot building,Detroit,MI	823 Penobscot building	Detroit	MI	13
The Alden Speare's Sons Company	156 Sixth street,Cambridge,MA	156 Sixth street	Cambridge	MA	13
The Alfred Struck Company	571 Garden street,Louisville,KY	571 Garden street	Louisville	KY	13
The Aluminum Castings Company	,Cleveland,OH		Cleveland	OH	13
The American Belting Companies	1616-1628 Bank street,Baltimore,MD	1616-1628 Bank street	Baltimore	MD	13
The American Brass Company	,Waterbury,CT		Waterbury	CT	13
The American Carriage Company	1275 Budd street,Cincinnati,OH	1275 Budd street	Cincinnati	OH	13
The American Clay Machinery Company	,Bucyrus,OH		Bucyrus	OH	13
The American Conduit Manufacturing Company	324 Fourth avenue,Pittsburgh,PA	324 Fourth avenue	Pittsburgh	PA	13
The American Foundry and Machine Company	,Hamilton,OH		Hamilton	OH	13
The American Gas Company	222 South Third street,Philadelphia,PA	222 South Third street	Philadelphia	PA	13
The American Laundry Machinery Company	,Cincinnati,OH		Cincinnati	OH	13
The American Multigraph Sales Company	East Fortieth street and Kelley avenue N. E.,Cleveland,OH	East Fortieth street and Kelley avenue N. E.	Cleveland	OH	13
The American Pipe and Construction Company	112 North Broad street,Philadelphia,PA	112 North Broad street	Philadelphia	PA	13
The American Rolling Mill Company	Main office and works,Middletown,OH	Main office and works	Middletown	OH	13
The American Seeding Machine Company	,Richmond,IN		Richmond	IN	13
The American Thread Company	260 West  Broadway,New York,NY	260 West  Broadway	New York	NY	13
The American Velvet Company	131 to 137 Spring  street,New York,NY	131 to 137 Spring  street	New York	NY	13
The American Wringer Company	99 Chambers  street,New York,NY	99 Chambers  street	New York	NY	13
The Andrew B. Hendryx Company	86 Audubon street,New Haven,CT	86 Audubon street	New Haven	CT	13
The Andrew Terry Company	Main street,Terryville,CT	Main street	Terryville	CT	13
The Anness & Potter Fire Clay Company	,Woodbridge,NJ		Woodbridge	NJ	13
The Ansonia Electrical Company	55 Main street,Ansonia,CT	55 Main street	Ansonia	CT	13
The Antikamnia Chemical Company	1622-1624 Pine street,St Louis,MO	1622-1624 Pine street	St Louis	MO	13
The Arcade Manufacturing Company	,Freeport,IL		Freeport	IL	13
The Arms Palace Horse Car Company	614 McCormick building,Chicago,IL	614 McCormick building	Chicago	IL	13
The Art Metal Works	7-15 Mulberry street,Newark,NJ	7-15 Mulberry street	Newark	NJ	13
The Atlas Underwear Company	,Piqua,OH		Piqua	OH	13
The Auto Body Company	,Lansing,MI		Lansing	MI	13
The Automatic Refrigerating Company	Capitol avenue and Willow street,Hartford,CT	Capitol avenue and Willow street	Hartford	CT	13
The Autopiano Company	614-620 West Fifty-first  street,New York,NY	614-620 West Fifty-first  street	New York	NY	13
The Baird Machine Company	Stratford avenue,Bridgeport,CT	Stratford avenue	Bridgeport	CT	13
The Baird-Untiedt Company	,Bethel,CT		Bethel	CT	13
The Baker Castor Oil Company	100 William  street,New York,NY	100 William  street	New York	NY	13
The Baldwin Locomotive Works	500 North Broad street,Philadelphia,PA	500 North Broad street	Philadelphia	PA	13
The Banner Buggy Company	Main and Rutger streets,St Louis,MO	Main and Rutger streets	St Louis	MO	13
The Barlow Foundry Company	28 Orange street,Newark,NJ	28 Orange street	Newark	NJ	13
The Barnett & Record Company	Flour Exchange,Minneapolis,MN	Flour Exchange	Minneapolis	MN	13
The Barney & Smith Car Company	Keowee street and Monument avenue,Dayton,OH	Keowee street and Monument avenue	Dayton	OH	13
The Bartlett-Hayward Company	Scott and McHenry streets,Baltimore,MD	Scott and McHenry streets	Baltimore	MD	13
The Bassett Jewelry Company	101 Sabin street,Providence,RI	101 Sabin street	Providence	RI	13
The Beacon Falls Rubber Shoe Company	,Beacon Falls,CT		Beacon Falls	CT	13
The Beaton & Corbin Manufacturing Company	Main and Chapman streets,Southington,CT	Main and Chapman streets	Southington	CT	13
The Beattie Manufacturing Company	,Little Falls,NJ		Little Falls	NJ	13
The Beaver Soap Company	,Dayton,OH		Dayton	OH	13
The Benedict Manufacturing Company	,East Syracuse,NY		East Syracuse	NY	13
The Bentel & Margedant Company	,Hamilton,OH		Hamilton	OH	13
The Bilgram Machine Works	1235 Spring Garden street,Philadelphia,PA	1235 Spring Garden street	Philadelphia	PA	13
The Bishop-Babcock-Becker Company	525 Garfield building,Cleveland,OH	525 Garfield building	Cleveland	OH	13
The Blackburn Varnish Company	Dana street and Floral avenue,Cincinnati,OH	Dana street and Floral avenue	Cincinnati	OH	13
The Blickensderfer Company	,Stamford,CT		Stamford	CT	13
The Bradley & Hubbard Manufacturing Company	,Meriden,CT		Meriden	CT	13
The Braun Corporation	363-371 New High street,Los Angeles,CA	363-371 New High street	Los Angeles	CA	13
The Brecht Company	Twelfth street and Cass avenue,St Louis,MO	Twelfth street and Cass avenue	St Louis	MO	13
The Bristol Brass Company	,Bristol,CT		Bristol	CT	13
The Bromwell Brush and Wire Goods Company	612 West Sixth street,Cincinnati,OH	612 West Sixth street	Cincinnati	OH	13
The Buckeye Engine Company	29 Franklin avenue,Salem,OH	29 Franklin avenue	Salem	OH	13
The Buckstaff Company	,Oshkosh,WI		Oshkosh	WI	13
The Buda Company	Railway Exchange building,Chicago,IL	Railway Exchange building	Chicago	IL	13
The Buffalo Oil Paint and Varnish Company	1317 Elk street,Buffalo,NY	1317 Elk street	Buffalo	NY	13
The Burns & Bassick Company	38 Austin street,Bridgeport,CT	38 Austin street	Bridgeport	CT	13
The C. A. Goodyear Lumber Company	,Tomah,WI		Tomah	WI	13
The C. A. Lawton Company	,De Pere,WI		De Pere	WI	13
The C. D. Pruden Company  	Bayard, Warner and Dock streets,Baltimore,MD	Bayard, Warner and Dock streets	Baltimore	MD	13
The C. M. Kemp Manufacturing Company	405-413 East Olive street,Baltimore,MD	405-413 East Olive street	Baltimore	MD	13
The C. Reiss Coal Company	,Sheboygan,WI		Sheboygan	WI	13
The Cambridge Collieries Company	1050 Rockefeller building,Cleveland,OH	1050 Rockefeller building	Cleveland	OH	13
The Campbell Knitting Mill Company	n  Broadway,New York,NY	n  Broadway	New York	NY	13
The Canton Art Metal Company	,Canton,OH		Canton	OH	13
The Canton Bridge Company	,Canton,OH		Canton	OH	13
The Canton Stamping and Enameling Company	,Canton,OH		Canton	OH	13
The Carbon Dioxide and Magnesia Company	Twenty-ninth street and Montgomery avenue,Philadelphia,PA	Twenty-ninth street and Montgomery avenue	Philadelphia	PA	13
The Carlyle Johnson Machine Company	,Manchester,CT		Manchester	CT	13
The Carlyle Paying Brick Company	,Portsmouth,OH		Portsmouth	OH	13
The Carpenter Steel Company	,Reading,PA		Reading	PA	13
The Casey-Hedges Company	,Chattanooga,TN		Chattanooga	TN	13
The Charles H. Elliott Company	Seventeenth street and Lehigh avenue,Philadelphia,PA	Seventeenth street and Lehigh avenue	Philadelphia	PA	13
The Charles Nelson Company	16 California street,San Francisco,CA	16 California street	San Francisco	CA	13
The Christensen Engineering Company	841-847 Thirtieth street,Milwaukee,WI	841-847 Thirtieth street	Milwaukee	WI	13
The Christopher Cunningham Company	Greenpoint avenue and Newtown creek,Brooklyn,NY	Greenpoint avenue and Newtown creek	Brooklyn	NY	13
The Cincinnati Shoe Company	,Cincinnati,OH		Cincinnati	OH	13
The Clark Thread Company	260 Ogden street,Newark,NJ	260 Ogden street	Newark	NJ	13
The Class & Nachod Brewing Company	1729 North Mervine street,Philadelphia,PA	1729 North Mervine street	Philadelphia	PA	13
The Cleveland Milling Company	Merwin street,Cleveland,OH	Merwin street	Cleveland	OH	13
The Cleveland Tanning Company	Jennings road and Dennison avenue,Cleveland,OH	Jennings road and Dennison avenue	Cleveland	OH	13
The Cleveland Trinidad Paving Company	420 Lakeside avenue N. E.,Cleveland,OH	420 Lakeside avenue N. E.	Cleveland	OH	13
The Cleveland Worsted Mills Company	5916 Broadway,Cleveland,OH	5916 Broadway	Cleveland	OH	13
The Coe'-Mortimer Company	51 Chambers  street,New York,NY	51 Chambers  street	New York	NY	13
The Collins Company	,Collinsville,CT		Collinsville	CT	13
The Colonial Salt Company	,Akron,OH		Akron	OH	13
The Commercial Printing Company	46-56 North Main street,Akron,OH	46-56 North Main street	Akron	OH	13
The Conklin Pen Manufacturing Company	Jackson and Huron streets,Toledo,OH	Jackson and Huron streets	Toledo	OH	13
The Consolidated Stone Company	,Bedford,IN		Bedford	IN	13
The Consolidated Time Lock Company	315 West Fourth street,Cincinnati,OH	315 West Fourth street	Cincinnati	OH	13
The Continental Iron Works	West and Calyer streets,Brooklyn,NY	West and Calyer streets	Brooklyn	NY	13
The Cooper Oven Thermometer Company	,Pequabuck,CT		Pequabuck	CT	13
The Corday & Gross Company	113 St Clair avenue,Cleveland,OH	113 St Clair avenue	Cleveland	OH	13
The Crescent Firearms Company	Falls avenue,Norwich,CT	Falls avenue	Norwich	CT	13
The Crofut & Knapp Company	Tolies and Water streets,South Norwalk,CT	Tolies and Water streets	South Norwalk	CT	13
The Cron-Kills Company	,Piqua,OH		Piqua	OH	13
The Crosby Company	183 Pratt street,Buffalo,NY	183 Pratt street	Buffalo	NY	13
The Curtiss-Way Company Inc	163-169 Pratt street,Meriden,CT	163-169 Pratt street	Meriden	CT	13
The Cutaway Harrow Company	,Higganum,CT		Higganum	CT	13
The D. T. Williams Valve Company	Spring Grove avenue and Township street,Cincinnati,OH	Spring Grove avenue and Township street	Cincinnati	OH	13
The Daggett & Clap Company	,Attleboro,MA		Attleboro	MA	13
The Davenport Paper Box Company	239-241 Main street,Cincinnati,OH	239-241 Main street	Cincinnati	OH	13
The Dayton Breweries Company	Commercial Building,Dayton,OH	Commercial Building	Dayton	OH	13
The Deford Company	40-42 South Calvert street,Baltimore,MD	40-42 South Calvert street	Baltimore	MD	13
The Degnon Contracting Company	60 Wall  street,New York,NY	60 Wall  street	New York	NY	13
The Dent Hardware Company	,Fullerton,PA		Fullerton	PA	13
The Dentists' Supply Company	47 West Forty-second  street,New York,NY	47 West Forty-second  street	New York	NY	13
The Denver Gas and Electric Light Company	900 Fifteenth street,Denver,CO	900 Fifteenth street	Denver	CO	13
The Denver Rock Drill Manufacturing Company	Eighteenth and Blake streets,Denver,CO	Eighteenth and Blake streets	Denver	CO	13
The Derby Gas Company	Drawer L,Derby,CT	Drawer L	Derby	CT	13
The Distilling Company of America	27 William  street,New York,NY	27 William  street	New York	NY	13
The Dressel Railway Lamp Works	3860-3880 Park avenue,New York,NY	3860-3880 Park avenue	New York	NY	13
The Duff Manufacturing Company	Preble avenue,Pittsburgh,PA	Preble avenue	Pittsburgh	PA	13
The Eastern Machinery Company	250 Ashmun street ,New Haven,CT	250 Ashmun street 	New Haven	CT	13
The Eastern Malleable Iron Company	,Bridgeport,CT		Bridgeport	CT	13
The Edison Portland Cement Company	,Stewartsville,NJ		Stewartsville	NJ	13
The Edwards Manufacturing Company Inc	Eggleston avenue,Cincinnati,OH	Eggleston avenue	Cincinnati	OH	13
The Egry Register Company	427-435 East Monument avenue,Dayton,OH	427-435 East Monument avenue	Dayton	OH	13
The Electric Storage Battery Company	Allegheny avenue and Nineteenth street,Philadelphia,PA	Allegheny avenue and Nineteenth street	Philadelphia	PA	13
The Elyria Iron and Steel Company	,Elyria,OH		Elyria	OH	13
The English & Mersick Company	122 Winchester avenue,New Haven,CT	122 Winchester avenue	New Haven	CT	13
The Ensign-Bickford Company	,Simsbury,CT		Simsbury	CT	13
The Epstein Chas. Douglis Company Inc	826-828 Broadway,New York,NY	826-828 Broadway	New York	NY	13
The Esmond Mills	,Esmond,RI		Esmond	RI	13
The Everwear Hosiery Company	,Milwaukee,WI		Milwaukee	WI	13
The Excelsior Hardware Company	Woodland avenue,Stamford,CT	Woodland avenue	Stamford	CT	13
The F. A. Ames Company Inc	,Owensboro,KY		Owensboro	KY	13
The F. Eggers Veneer Seating Company	,Two Rivers,MI		Two Rivers	MI	13
The F. F. Dailey Company Ltd	71-83 Hughson street North,Hamilton,ON	71-83 Hughson street North	Hamilton	ON	13
The F. Zimmerman Company	1723 Leonard street N. W.,Cleveland,OH	1723 Leonard street N. W.	Cleveland	OH	13
The Fajardo Sugar Company	106 Wall  street,New York,NY	106 Wall  street	New York	NY	13
The Fellows Gear Shaper Company	23 Pearl street,Springfield,VT	23 Pearl street	Springfield	VT	13
The Felters Company	632  Broadway,New York,NY	632  Broadway	New York	NY	13
The Ferro Machine and Foundry Company	Sixty-sixth street and Hubbard avenue S. E.,Cleveland,OH	Sixty-sixth street and Hubbard avenue S. E.	Cleveland	OH	13
The Fiberloid Company	7-9 Waverly place,New york,NY	7-9 Waverly place	New york	NY	13
The Firestone Tire and Rubber Company	,Akron,OH		Akron	OH	13
The Foskett & Bishop Company	Blatchley avenue and River street,New Haven,CT	Blatchley avenue and River street	New Haven	CT	13
The Foundation Company	115  Broadway,New York,NY	115  Broadway	New York	NY	13
The Freihofer Vienna Baking Company	Twentieth street and Indiana avenue,Philadelphia,PA	Twentieth street and Indiana avenue	Philadelphia	PA	13
The Fuchs & Lang Manufacturing Company	29 Warren  street,New York,NY	29 Warren  street	New York	NY	13
The G. Edwin Smith Shoe Company	,Columbus,OH		Columbus	OH	13
The G. H. Harris Company	45-47 York street,Brooklyn,NY	45-47 York street	Brooklyn	NY	13
The Gamewell Fire Alarm Telegraph Company	30 Vesey  street,New York,NY	30 Vesey  street	New York	NY	13
The Gandy Belting Company	726-740 West Pratt street,Baltimore,MD	726-740 West Pratt street	Baltimore	MD	13
The General Fireproofing Company	,Youngstown,OH		Youngstown	OH	13
The George Close Company	243-249 Broadway,Cambridge,MA	243-249 Broadway	Cambridge	MA	13
The George W. Blabon Company	Nicetown,Philadelphia,PA	Nicetown	Philadelphia	PA	13
The Gillespie Bros. Inc	258 Atlantic street,Stamford,CT	258 Atlantic street	Stamford	CT	13
The Gloversville Silk Mills	11 East State street,Gloversville,NY	11 East State street	Gloversville	NY	13
The Goheen Manufacturing Company	2100 Bridge street,Canton,OH	2100 Bridge street	Canton	OH	13
The Gorham Company	Fifth avenue and Thirty-sixth  street,New York,NY	Fifth avenue and Thirty-sixth  street	New York	NY	13
The Grand Rapids Refrigerator Company	,Grand Rapids,MI		Grand Rapids	MI	13
The Gregg Company Ltd	,Hackensack,NJ		Hackensack	NJ	13
The Griess-Pfleger Tanning Company	810-812 Sycamore street,Cincinnati,OH	810-812 Sycamore street	Cincinnati	OH	13
The Guerber Engineering Company	,Bethlehem,PA		Bethlehem	PA	13
The Gutta Percha Rubber Manufacturing Company	126-128 Duane  street,New York,NY	126-128 Duane  street	New York	NY	13
The Guyer Hat Company	120 Columbia avenue,Philadelphia,PA	120 Columbia avenue	Philadelphia	PA	13
The H. C. Cook Company	28 Beaver street,Ansonia,CT	28 Beaver street	Ansonia	CT	13
The H. L. Birge Sons Company	Pond street,Bristol,CT	Pond street	Bristol	CT	13
The Hall Lace Company	215-237 Suydam avenue,Jersey City,NJ	215-237 Suydam avenue	Jersey City	NJ	13
The Hall's Safe Company	3253-3269 Spring Grove avenue,Cincinnati,OH	3253-3269 Spring Grove avenue	Cincinnati	OH	13
The Hamilton Foundry and Machine Company	,Hamilton,OH		Hamilton	OH	13
The Hammerschlag Manufacturing Company	234 Greenwich  street,New York,NY	234 Greenwich  street	New York	NY	13
The Hart & Hegeman Manufacturing Company	342 Capitol avenue,Hartford,CT	342 Capitol avenue	Hartford	CT	13
The Hastings Pavement Company	25 Broad  street,New York,NY	25 Broad  street	New York	NY	13
The Heekin Can Company	,Cincinnati,OH		Cincinnati	OH	13
The Heller & Merz Company	503-505 Hudson  street,New York,NY	503-505 Hudson  street	New York	NY	13
The Henry & Wright Manufacturing Company	760 Windsor street,Hartford,CT	760 Windsor street	Hartford	CT	13
The Henry Weinhard Brewery	Thirteenth and Burnside streets,Portland,OR	Thirteenth and Burnside streets	Portland	OR	13
The Higginson Manufacturing Company	Front and South streets,Newburgh,NY	Front and South streets	Newburgh	NY	13
The Hisey-Wolf Machine Company	Coleraine and Marshall avenues,Cincinnati,OH	Coleraine and Marshall avenues	Cincinnati	OH	13
The Holbrook Manufacturing Company	Coles and Eighteenth streets,Jersey City,NJ	Coles and Eighteenth streets	Jersey City	NJ	13
The Hooven  Owens Rentschler Company	,Hamilton,OH		Hamilton	OH	13
The Hotchkiss Brothers Company	199 Water street,Torrington,CT	199 Water street	Torrington	CT	13
The Howards' Company	250 Boulevard,New Haven,CT	250 Boulevard	New Haven	CT	13
The Hubbard Motor Company Inc	South Farms,Middletown,CT	South Farms	Middletown	CT	13
The I. E. Palmer Company	,Middletown,CT		Middletown	CT	13
The I. L. Stiles & Son Brick Company	,North Haven,CT		North Haven	CT	13
The Ingersoll Milling Machine Company	,Rodkford,IL		Rodkford	IL	13
The Interior Hardwood Company	1200 Beecher street,Indianapolis,IN	1200 Beecher street	Indianapolis	IN	13
The J. D. Smith Foundry Supply Company	1846 Scranton road,Cleveland,OH	1846 Scranton road	Cleveland	OH	13
The J. E. Mergott Company	316 Jelliff avenue,Newark,NJ	316 Jelliff avenue	Newark	NJ	13
The J. G. Brill Company	Sixty-second street and Woodland avenue,Philadelphia,PA	Sixty-second street and Woodland avenue	Philadelphia	PA	13
The J. G. Leinbach Company Inc	337-343 North Fourth street,Reading,PA	337-343 North Fourth street	Reading	PA	13
The J. J. Regan Manufacturing Company	,Rockville,CT		Rockville	CT	13
The James A. Spargo Wire Company	East Railroad street,Rome,NY	East Railroad street	Rome	NY	13
The James Swan Company	Bank street,Seymour,CT	Bank street	Seymour	CT	13
The Jarecki Chemical Company	Station P,Cincinnati,OH	Station P	Cincinnati	OH	13
The Jessup & Moore Paper Company	28 South Sixth street,Philadelphia,PA	28 South Sixth street	Philadelphia	PA	13
The Jewett Refrigerator Company	27 Chandler street,Buffalo,NY	27 Chandler street	Buffalo	NY	13
The John Church Company	Fourth and Elm streets,Cincinnati,OH	Fourth and Elm streets	Cincinnati	OH	13
The John Deere Plow Company of St Louis	2204 to 2220 North Broadway,St Louis,MO	2204 to 2220 North Broadway	St Louis	MO	13
The John Douglas Company	2126 Winchell avenue,Cincinnati,OH	2126 Winchell avenue	Cincinnati	OH	13
The Johnston Harvester Company	,Batavia,NY		Batavia	NY	13
The Joseph & Feiss Company	632 St Clair avenue Northwest,Cleveland,OH	632 St Clair avenue Northwest	Cleveland	OH	13
The Julian & Kokenge Company	424-426 Fourth avenue East,Cincinnati,OH	424-426 Fourth avenue East	Cincinnati	OH	13
The Kansas City Breweries Company	1010 Commerce building,Kansas City,MO	1010 Commerce building	Kansas City	MO	13
The Kearns-Gorsuch Bottle Company	,Zanesville,OH		Zanesville	OH	13
The Kelly Motor Truck Company	,Springfield,OH		Springfield	OH	13
The Kemper-Thomas Company	Station H,Cincinnati,OH	Station H	Cincinnati	OH	13
The Kempsmith Manufacturing Company	Forty-fifth avenue and Rogers street (Station A),Milwaukee,WI	Forty-fifth avenue and Rogers street (Station A)	Milwaukee	WI	13
The Kny-Scheerer Company	404-410 West Twenty-seventh  street,New York,NY	404-410 West Twenty-seventh  street	New York	NY	13
The L. A. Strobel Company	Elm and Canal streets,Cincinnati,OH	Elm and Canal streets	Cincinnati	OH	13
The L. B. Southwick Company	,Peabody,MA		Peabody	MA	13
The L. Candee & Company	214 East street,New Haven,CT	214 East street	New Haven	CT	13
The L. Weiscopf Company	16 Kirk place,Newark,NJ	16 Kirk place	Newark	NJ	13
The Lackawanna Mills	Brook street,Scranton,PA	Brook street	Scranton	PA	13
The Lackey Manufacturing Company	Lafayette and Johns streets,Newburg,NY	Lafayette and Johns streets	Newburg	NY	13
The Laffargue Company Inc	One Hundred and Thirty-fourth street and Southern boulevard,New York,NY	One Hundred and Thirty-fourth street and Southern boulevard	New York	NY	13
The Lamson Company	161 Devonshire street,Boston,MA	161 Devonshire street	Boston	MA	13
The Lawton Mills Corporation	60 Federal street,Boston,MA	60 Federal street	Boston	MA	13
The Lester & Wasley Company Inc	Falls avenue,Norwich,CT	Falls avenue	Norwich	CT	13
The Lindsay Wire Weaving Company	14025 Aspinwall avenue Northeast,Cleveland,OH	14025 Aspinwall avenue Northeast	Cleveland	OH	13
The Lockland Lumber Company	,Lockland,OH		Lockland	OH	13
The Locomobile Company of America	2 Main street,Bridgeport,CT	2 Main street	Bridgeport	CT	13
The Long-Bell Lumber Company	,Kansas City,MO		Kansas City	MO	13
The Luce Furniture Company	,Grand Rapids,MI		Grand Rapids	MI	13
The Ludlow Valve Manufacturing Company	,Troy,NY		Troy	NY	13
The M. B. Schenck Company	,Meriden,CT		Meriden	CT	13
The Manitowoc Malting Company	South Nineteenth street,Manitowoc,WI	South Nineteenth street	Manitowoc	WI	13
The Marietta Paint and Color Company	Acme and Green streets,Marietta,OH	Acme and Green streets	Marietta	OH	13
The Martin Dennis Company	859 Summer avenue,Newark,NJ	859 Summer avenue	Newark	NJ	13
The Mathieson Alkali Works	,Providence,RI		Providence	RI	13
The Mattatuck Manufacturing Company	,Waterbury,CT		Waterbury	CT	13
The Maytag Company	,Newton,IA		Newton	IA	13
The McCaskey Register Company	614-617 Courtland building,Canton,OH	614-617 Courtland building	Canton	OH	13
The McMyler Interstate Company	,Bedford,OH		Bedford	OH	13
The Memphis Street Railway Company	Besle and Walnut streets,Memphis,TN	Besle and Walnut streets	Memphis	TN	13
The Merrow Machine Company	28 Laurel street,Hartford,CT	28 Laurel street	Hartford	CT	13
The Metal Crafters	,East Stroudsburg,PA		East Stroudsburg	PA	13
The Methodist Book Concern	220 West Fourth street,Cincinnati,OH	220 West Fourth street	Cincinnati	OH	13
